expert,Rewards,Episodes Duration in Seconds,Travelled Distance,Episodes Duration in Timesteps
0.000000000000000000e+00,-7.400000000000000000e+01,1.703100000000000591e+01,1.158506143944133093e+00,8.500000000000000000e+01
0.000000000000000000e+00,-1.800000000000000000e+01,5.646999999999991360e+00,5.328379767969497749e-01,2.900000000000000000e+01
0.000000000000000000e+00,-5.000000000000000000e+01,1.218700000000001182e+01,9.880437651975584323e-01,6.100000000000000000e+01
0.000000000000000000e+00,-5.600000000000000000e+01,1.340700000000003911e+01,1.057936623658275010e+00,6.700000000000000000e+01
0.000000000000000000e+00,-5.000000000000000000e+01,1.212400000000002365e+01,8.311417903360142079e-01,6.100000000000000000e+01
0.000000000000000000e+00,-1.700000000000000000e+01,5.450999999999964984e+00,3.570726485727190869e-01,2.800000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+02,3.027899999999999636e+01,1.604681028366463202e+00,1.500000000000000000e+02
0.000000000000000000e+00,-9.400000000000000000e+01,2.110399999999998499e+01,1.083893387791859286e+00,1.050000000000000000e+02
0.000000000000000000e+00,-6.900000000000000000e+01,1.594899999999995543e+01,8.135675893664094938e-01,8.000000000000000000e+01
0.000000000000000000e+00,-1.600000000000000000e+01,5.245999999999980901e+00,3.757074551174905963e-01,2.700000000000000000e+01
0.000000000000000000e+00,-4.400000000000000000e+01,1.101200000000005730e+01,9.389063426648955879e-01,5.500000000000000000e+01
0.000000000000000000e+00,-3.200000000000000000e+01,8.562000000000011823e+00,7.321265341617037015e-01,4.300000000000000000e+01
0.000000000000000000e+00,-1.400000000000000000e+01,4.889999999999986358e+00,5.805695329288218520e-01,2.500000000000000000e+01
0.000000000000000000e+00,-8.000000000000000000e+00,3.682999999999992724e+00,3.856999791162088465e-01,1.900000000000000000e+01
0.000000000000000000e+00,-8.700000000000000000e+01,1.976999999999998181e+01,1.627745491781463327e+00,9.800000000000000000e+01
0.000000000000000000e+00,-2.200000000000000000e+01,6.503000000000042746e+00,5.598588588870113680e-01,3.300000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+01,5.083999999999946340e+00,5.260672337552525502e-01,2.600000000000000000e+01
0.000000000000000000e+00,-2.000000000000000000e+01,6.156000000000062755e+00,7.379900916892208063e-01,3.100000000000000000e+01
0.000000000000000000e+00,-3.100000000000000000e+01,8.355999999999994543e+00,5.623485178507454663e-01,4.200000000000000000e+01
0.000000000000000000e+00,-4.100000000000000000e+01,1.035400000000004184e+01,9.471881753668695003e-01,5.200000000000000000e+01
0.000000000000000000e+00,-2.300000000000000000e+01,6.708999999999832653e+00,8.603042338547738366e-01,3.400000000000000000e+01
0.000000000000000000e+00,-1.400000000000000000e+01,4.893000000000029104e+00,5.618516573619010135e-01,2.500000000000000000e+01
0.000000000000000000e+00,-3.000000000000000000e+01,8.164999999999963620e+00,9.938669494710852259e-01,4.100000000000000000e+01
0.000000000000000000e+00,-5.600000000000000000e+01,1.343799999999987449e+01,1.449669054907874788e+00,6.700000000000000000e+01
0.000000000000000000e+00,-6.200000000000000000e+01,1.463799999999991996e+01,1.551474798788850196e+00,7.300000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+01,5.090999999999894499e+00,7.184990551168209949e-01,2.600000000000000000e+01
0.000000000000000000e+00,-2.700000000000000000e+01,7.596999999999979991e+00,8.657315754573553512e-01,3.800000000000000000e+01
0.000000000000000000e+00,-2.100000000000000000e+01,6.309999999999945430e+00,7.817469680432235224e-01,3.200000000000000000e+01
0.000000000000000000e+00,-9.000000000000000000e+00,3.871000000000094587e+00,4.032529539823314080e-01,2.000000000000000000e+01
0.000000000000000000e+00,-4.900000000000000000e+01,1.212000000000011823e+01,1.315702964399221742e+00,6.000000000000000000e+01
0.000000000000000000e+00,-5.200000000000000000e+01,1.262799999999992906e+01,1.376403341323167551e+00,6.300000000000000000e+01
0.000000000000000000e+00,-2.700000000000000000e+01,7.550999999999930878e+00,6.926201698110880933e-01,3.800000000000000000e+01
0.000000000000000000e+00,-4.200000000000000000e+01,1.074299999999993815e+01,1.164245429714256153e+00,5.300000000000000000e+01
0.000000000000000000e+00,-5.100000000000000000e+01,1.241900000000009641e+01,1.385404105765785099e+00,6.200000000000000000e+01
0.000000000000000000e+00,-2.600000000000000000e+01,7.332000000000107320e+00,9.234968627465063307e-01,3.700000000000000000e+01
0.000000000000000000e+00,-3.100000000000000000e+01,8.399999999999863576e+00,9.354898543195134808e-01,4.200000000000000000e+01
0.000000000000000000e+00,-3.500000000000000000e+01,9.178999999999859938e+00,9.290071723550232807e-01,4.600000000000000000e+01
0.000000000000000000e+00,-4.900000000000000000e+01,1.219999999999981810e+01,1.047683557539398791e+00,6.000000000000000000e+01
0.000000000000000000e+00,-1.900000000000000000e+01,5.938000000000101863e+00,5.998599048618036278e-01,3.000000000000000000e+01
0.000000000000000000e+00,-8.000000000000000000e+00,3.723000000000183718e+00,3.766311723178103477e-01,1.900000000000000000e+01
0.000000000000000000e+00,-7.000000000000000000e+00,3.451999999999770807e+00,4.916736891062639669e-01,1.800000000000000000e+01
0.000000000000000000e+00,-2.100000000000000000e+01,6.307000000000243745e+00,7.485416124324915099e-01,3.200000000000000000e+01
0.000000000000000000e+00,-3.300000000000000000e+01,8.735999999999876309e+00,9.410528464428427053e-01,4.400000000000000000e+01
0.000000000000000000e+00,-1.100000000000000000e+01,4.280999999999949068e+00,4.411883196446266808e-01,2.200000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+02,3.035699999999997090e+01,3.639198212130713816e+00,1.500000000000000000e+02
0.000000000000000000e+00,-1.340000000000000000e+02,2.927899999999999636e+01,3.099715521214298164e+00,1.450000000000000000e+02
0.000000000000000000e+00,-1.260000000000000000e+02,2.771900000000005093e+01,3.201217978995328561e+00,1.370000000000000000e+02
0.000000000000000000e+00,-8.300000000000000000e+01,1.894900000000006912e+01,1.988036030382380082e+00,9.400000000000000000e+01
0.000000000000000000e+00,-6.500000000000000000e+01,1.536200000000008004e+01,1.735956155059733330e+00,7.600000000000000000e+01
0.000000000000000000e+00,-2.900000000000000000e+01,7.931999999999788997e+00,9.176923908783658490e-01,4.000000000000000000e+01
0.000000000000000000e+00,-2.500000000000000000e+01,7.217999999999847205e+00,9.201060074625695417e-01,3.600000000000000000e+01
0.000000000000000000e+00,-1.010000000000000000e+02,2.269099999999980355e+01,2.273396861841905370e+00,1.120000000000000000e+02
0.000000000000000000e+00,-7.000000000000000000e+00,3.523000000000138243e+00,3.153552555147498548e-01,1.800000000000000000e+01
0.000000000000000000e+00,-8.000000000000000000e+00,3.679000000000087311e+00,4.032122711202795196e-01,1.900000000000000000e+01
0.000000000000000000e+00,-1.180000000000000000e+02,2.615000000000009095e+01,2.859032698956054386e+00,1.290000000000000000e+02
0.000000000000000000e+00,-1.800000000000000000e+01,5.684999999999945430e+00,5.988792752917300177e-01,2.900000000000000000e+01
0.000000000000000000e+00,-1.170000000000000000e+02,2.592999999999983629e+01,2.730480141759334956e+00,1.280000000000000000e+02
0.000000000000000000e+00,-7.700000000000000000e+01,1.771399999999994179e+01,2.044720190915675140e+00,8.800000000000000000e+01
0.000000000000000000e+00,-3.500000000000000000e+01,9.177999999999883585e+00,1.135056367869820448e+00,4.600000000000000000e+01
0.000000000000000000e+00,-1.400000000000000000e+01,4.873000000000047294e+00,2.878953122167396961e-01,2.500000000000000000e+01
0.000000000000000000e+00,-3.000000000000000000e+00,2.696000000000367436e+00,4.223481086188658473e-01,1.400000000000000000e+01
0.000000000000000000e+00,-5.400000000000000000e+01,1.303699999999980719e+01,1.408905466638270765e+00,6.500000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+02,3.033599999999978536e+01,3.415623372202695407e+00,1.500000000000000000e+02
0.000000000000000000e+00,-1.020000000000000000e+02,2.312400000000025102e+01,2.224593190197453829e+00,1.130000000000000000e+02
0.000000000000000000e+00,-7.400000000000000000e+01,1.732199999999966167e+01,1.665991076036341001e+00,8.500000000000000000e+01
0.000000000000000000e+00,-8.400000000000000000e+01,1.914799999999968350e+01,1.867990999037998368e+00,9.500000000000000000e+01
0.000000000000000000e+00,-2.000000000000000000e+01,6.121000000000094587e+00,6.222585664949062956e-01,3.100000000000000000e+01
0.000000000000000000e+00,-7.800000000000000000e+01,1.788599999999996726e+01,1.722083390612304310e+00,8.900000000000000000e+01
0.000000000000000000e+00,-2.700000000000000000e+01,7.585000000000036380e+00,7.138175062966251039e-01,3.800000000000000000e+01
0.000000000000000000e+00,-1.160000000000000000e+02,2.568700000000035288e+01,2.100329598911177875e+00,1.270000000000000000e+02
