human_action,agent_action,ee_pos_x_prev,ee_pos_y_prev,ee_vel_x_prev,ee_vel_y_prev,ee_pos_x_next,ee_pos_y_next,ee_vel_x_next,ee_vel_y_next,cmd_acc_human,cmd_acc_agent
0.000000000000000000e+00,1.000000000000000000e+00,-1.758373477121108475e-01,1.630540345653337109e-01,-1.528385916749670532e-06,3.285695850690115399e-05,-3.287635244467054241e-01,3.214191285924641317e-01,-2.071136833276530681e-04,1.760001007551459211e-04,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-3.287635244467054241e-01,3.214191285924641317e-01,-2.071136833276530681e-04,1.760001007551459211e-04,-3.170058507491344546e-01,3.214521153578037693e-01,-1.903715288500347253e-04,1.694385330529184826e-04,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,-3.170058507491344546e-01,3.214521153578037693e-01,-1.903715288500347253e-04,1.694385330529184826e-04,-3.010424421907131332e-01,3.214825343947921299e-01,-1.705053781074638447e-04,1.620544972015302903e-04,0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000056e-01,0.000000000000000000e+00,-3.010424421907131332e-01,3.214825343947921299e-01,-1.705053781074638447e-04,1.620544972015302903e-04,-2.850739743160487505e-01,3.212884973313159809e-01,-1.523602615443995936e-04,1.551864126639556881e-04,-2.000000000000000042e-02,0.000000000000000000e+00
-1.000000000000000056e-01,2.000000000000000000e+00,-2.850739743160487505e-01,3.212884973313159809e-01,-1.523602615443995936e-04,1.551864126639556881e-04,-2.722631423162918951e-01,3.177628155162801615e-01,-1.358409015176930172e-04,1.459069322156944309e-04,-2.000000000000000042e-02,-2.000000000000000111e-01
-1.000000000000000056e-01,1.000000000000000000e+00,-2.722631423162918951e-01,3.177628155162801615e-01,-1.358409015176930172e-04,1.459069322156944309e-04,-2.604860405749540031e-01,3.102899441885609289e-01,-1.189930074519364651e-04,1.337695566796232960e-04,-2.000000000000000042e-02,2.000000000000000111e-01
-1.000000000000000056e-01,1.000000000000000000e+00,-2.604860405749540031e-01,3.102899441885609289e-01,-1.189930074519364651e-04,1.337695566796232960e-04,-2.407058370115904289e-01,2.988111458367320727e-01,-9.554991849514607298e-05,1.177505035350960816e-04,-2.000000000000000042e-02,2.000000000000000111e-01
-1.000000000000000056e-01,1.000000000000000000e+00,-2.407058370115904289e-01,2.988111458367320727e-01,-9.554991849514607298e-05,1.177505035350960816e-04,-2.129211831388063969e-01,2.833262224864975254e-01,-6.917344733732574773e-05,1.004462751716330316e-04,-2.000000000000000042e-02,2.000000000000000111e-01
-1.000000000000000056e-01,1.000000000000000000e+00,-2.129211831388063969e-01,2.833262224864975254e-01,-6.917344733732574773e-05,1.004462751716330316e-04,-1.755439902026312837e-01,2.629753076189706440e-01,-4.145729702494704350e-05,8.220514599521197606e-05,-2.000000000000000042e-02,2.000000000000000111e-01
-1.000000000000000056e-01,0.000000000000000000e+00,-1.755439902026312837e-01,2.629753076189706440e-01,-4.145729702494704350e-05,8.220514599521197606e-05,-1.753438119415212659e-01,2.393327702977499638e-01,-3.256743226984080741e-05,6.891378733280268244e-05,-2.000000000000000042e-02,0.000000000000000000e+00
