human_action,agent_action,ee_pos_x_prev,ee_pos_y_prev,ee_vel_x_prev,ee_vel_y_prev,ee_pos_x_next,ee_pos_y_next,ee_vel_x_next,ee_vel_y_next,cmd_acc_human,cmd_acc_agent
-1.000000000000000056e-01,2.000000000000000000e+00,-3.563807041603240799e-01,1.630152393822980328e-01,-9.743300548290179846e-05,4.835582303311076015e-05,-1.747279781982173097e-01,1.630478246641602624e-01,-1.085082936452033122e-05,3.827728417762885668e-05,-2.000000000000000042e-02,-2.000000000000000111e-01
-1.000000000000000056e-01,2.000000000000000000e+00,-1.747279781982173097e-01,1.630478246641602624e-01,-1.085082936452033122e-05,3.827728417762885668e-05,-1.868364548381821200e-01,1.630544538841650626e-01,-1.471778737503052154e-05,3.992819784395306782e-05,-2.000000000000000042e-02,-2.000000000000000111e-01
1.000000000000000056e-01,2.000000000000000000e+00,-1.868364548381821200e-01,1.630544538841650626e-01,-1.471778737503052154e-05,3.992819784395306782e-05,-2.066393126304443828e-01,1.645212441982107088e-01,-2.262171543292268130e-05,4.299162921934564913e-05,2.000000000000000042e-02,-2.000000000000000111e-01
1.000000000000000056e-01,2.000000000000000000e+00,-2.066393126304443828e-01,1.645212441982107088e-01,-2.262171543292268130e-05,4.299162921934564913e-05,-2.344459985298066318e-01,1.699467037084923804e-01,-3.570795514230985763e-05,4.737883956625071500e-05,2.000000000000000042e-02,-2.000000000000000111e-01
-1.000000000000000056e-01,0.000000000000000000e+00,-2.344459985298066318e-01,1.699467037084923804e-01,-3.570795514230985763e-05,4.737883956625071500e-05,-2.664530128697897848e-01,1.785467003249328610e-01,-5.470756310330140396e-05,5.270038370610126898e-05,-2.000000000000000042e-02,0.000000000000000000e+00
-1.000000000000000056e-01,1.000000000000000000e+00,-2.664530128697897848e-01,1.785467003249328610e-01,-5.470756310330140396e-05,5.270038370610126898e-05,-2.959438050640713636e-01,1.844830627732814143e-01,-7.494771883483245065e-05,5.693712098248254364e-05,-2.000000000000000042e-02,2.000000000000000111e-01
-1.000000000000000056e-01,2.000000000000000000e+00,-2.959438050640713636e-01,1.844830627732814143e-01,-7.494771883483245065e-05,5.693712098248254364e-05,-3.237623913170711853e-01,1.861106014239849726e-01,-9.630007068593286540e-05,5.992627621799945697e-05,-2.000000000000000042e-02,-2.000000000000000111e-01
-1.000000000000000056e-01,2.000000000000000000e+00,-3.237623913170711853e-01,1.861106014239849726e-01,-9.630007068593286540e-05,5.992627621799945697e-05,-3.550562448511322966e-01,1.837359308293363969e-01,-1.229366961030290632e-04,6.174991033345531314e-05,-2.000000000000000042e-02,-2.000000000000000111e-01
-1.000000000000000056e-01,1.000000000000000000e+00,-3.550562448511322966e-01,1.837359308293363969e-01,-1.229366961030290632e-04,6.174991033345531314e-05,-3.512780147964252864e-01,1.773683607374147986e-01,-1.160041378662261623e-04,5.845755261816324512e-05,-2.000000000000000042e-02,2.000000000000000111e-01
1.000000000000000056e-01,1.000000000000000000e+00,-3.512780147964252864e-01,1.773683607374147986e-01,-1.160041378662261623e-04,5.845755261816324512e-05,-3.394990331441311571e-01,1.670016620843690347e-01,-1.000694326926447283e-04,5.317514449683358440e-05,2.000000000000000042e-02,2.000000000000000111e-01
1.000000000000000056e-01,2.000000000000000000e+00,-3.394990331441311571e-01,1.670016620843690347e-01,-1.000694326926447283e-04,5.317514449683358440e-05,-3.267081725236721246e-01,1.629075118969163793e-01,-8.774148792840586212e-05,5.087228217710683203e-05,2.000000000000000042e-02,-2.000000000000000111e-01
1.000000000000000056e-01,0.000000000000000000e+00,-3.267081725236721246e-01,1.629075118969163793e-01,-8.774148792840586212e-05,5.087228217710683203e-05,-3.180568056054514647e-01,1.674726261982584508e-01,-8.316043722729225059e-05,5.199873701811942583e-05,2.000000000000000042e-02,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000000e+00,-3.180568056054514647e-01,1.674726261982584508e-01,-8.316043722729225059e-05,5.199873701811942583e-05,-3.059504487047060572e-01,1.759413942578566536e-01,-7.782223394020833869e-05,5.419778435353104140e-05,2.000000000000000042e-02,2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,-3.059504487047060572e-01,1.759413942578566536e-01,-7.782223394020833869e-05,5.419778435353104140e-05,-2.896452486771993184e-01,1.875517026805887111e-01,-7.088095786135661003e-05,5.704718813396110537e-05,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-2.896452486771993184e-01,1.875517026805887111e-01,-7.088095786135661003e-05,5.704718813396110537e-05,-2.733370920731648113e-01,1.994002756414633981e-01,-6.552221829698342257e-05,6.033054841144317679e-05,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-2.733370920731648113e-01,1.994002756414633981e-01,-6.552221829698342257e-05,6.033054841144317679e-05,-2.570277428242990214e-01,2.112496051859154567e-01,-6.044607422528016174e-05,6.361513510974521656e-05,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,-2.570277428242990214e-01,2.112496051859154567e-01,-6.044607422528016174e-05,6.361513510974521656e-05,-2.442134477890792743e-01,2.231008927758082461e-01,-5.836944923645995839e-05,6.782989010692758104e-05,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,2.000000000000000000e+00,-2.442134477890792743e-01,2.231008927758082461e-01,-5.836944923645995839e-05,6.782989010692758104e-05,-2.393815610975728314e-01,2.349549617672115620e-01,-6.055638541962577424e-05,7.306185534143080495e-05,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-2.393815610975728314e-01,2.349549617672115620e-01,-6.055638541962577424e-05,7.306185534143080495e-05,-2.352420072677198770e-01,2.472845168815066552e-01,-6.360163507563372683e-05,7.913246352006698828e-05,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,2.000000000000000000e+00,-2.352420072677198770e-01,2.472845168815066552e-01,-6.360163507563372683e-05,7.913246352006698828e-05,-2.307344753165391227e-01,2.591409584879792449e-01,-6.675134885005596416e-05,8.579617191086183763e-05,0.000000000000000000e+00,-2.000000000000000111e-01
-1.000000000000000056e-01,2.000000000000000000e+00,-2.307344753165391227e-01,2.591409584879792449e-01,-6.675134885005596416e-05,8.579617191086183763e-05,-2.342237936984645219e-01,2.699189871928838746e-01,-7.422564304300456129e-05,9.343878870435067192e-05,-2.000000000000000042e-02,-2.000000000000000111e-01
-1.000000000000000056e-01,2.000000000000000000e+00,-2.342237936984645219e-01,2.699189871928838746e-01,-7.422564304300456129e-05,9.343878870435067192e-05,-2.457176103520626320e-01,2.768381163449961657e-01,-8.513662005981804482e-05,1.001247369101335193e-04,-2.000000000000000042e-02,-2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-2.457176103520626320e-01,2.768381163449961657e-01,-8.513662005981804482e-05,1.001247369101335193e-04,-2.576156682705872392e-01,2.797646214149837052e-01,-9.491878432226035216e-05,1.043192190830046016e-04,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,2.000000000000000000e+00,-2.576156682705872392e-01,2.797646214149837052e-01,-9.491878432226035216e-05,1.043192190830046016e-04,-2.685057878950281030e-01,2.809047303271767770e-01,-1.040123525103919225e-04,1.076186747523555370e-04,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,2.000000000000000000e+00,-2.685057878950281030e-01,2.809047303271767770e-01,-1.040123525103919225e-04,1.076186747523555370e-04,-2.882821911470745402e-01,2.820891354742864343e-01,-1.215895544378048349e-04,1.134720580330408977e-04,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-2.882821911470745402e-01,2.820891354742864343e-01,-1.215895544378048349e-04,1.134720580330408977e-04,-3.078659505622824422e-01,2.832289727644872745e-01,-1.409405829860166555e-04,1.197941461452854201e-04,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-3.078659505622824422e-01,2.832289727644872745e-01,-1.409405829860166555e-04,1.197941461452854201e-04,-3.194565788667315109e-01,2.843721077750712700e-01,-1.539086162758141168e-04,1.243994390278546245e-04,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-3.194565788667315109e-01,2.843721077750712700e-01,-1.539086162758141168e-04,1.243994390278546245e-04,-3.230478853792450034e-01,2.855170899695136932e-01,-1.590705031494898253e-04,1.268744019681603821e-04,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-3.230478853792450034e-01,2.855170899695136932e-01,-1.590705031494898253e-04,1.268744019681603821e-04,-3.183014032343875477e-01,2.867080282086673648e-01,-1.543992930481957867e-04,1.262002076481324173e-04,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,-3.183014032343875477e-01,2.867080282086673648e-01,-1.543992930481957867e-04,1.262002076481324173e-04,-3.093728766299297384e-01,2.878524102902402237e-01,-1.458899594980535318e-04,1.245242370354881232e-04,0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000056e-01,1.000000000000000000e+00,-3.093728766299297384e-01,2.878524102902402237e-01,-1.458899594980535318e-04,1.245242370354881232e-04,-2.966404520498956976e-01,2.873946570111194920e-01,-1.328842004335932764e-04,1.203066235088866753e-04,-2.000000000000000042e-02,2.000000000000000111e-01
-1.000000000000000056e-01,0.000000000000000000e+00,-2.966404520498956976e-01,2.873946570111194920e-01,-1.328842004335932764e-04,1.203066235088866753e-04,-2.787113610564478927e-01,2.826959944006098291e-01,-1.131207923169444358e-04,1.112083160751816898e-04,-2.000000000000000042e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,-2.787113610564478927e-01,2.826959944006098291e-01,-1.131207923169444358e-04,1.112083160751816898e-04,-2.652528880570546033e-01,2.755573405634841877e-01,-9.774033504596735223e-05,1.024356088581122474e-04,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,-2.652528880570546033e-01,2.755573405634841877e-01,-9.774033504596735223e-05,1.024356088581122474e-04,-2.559889038975414755e-01,2.683764501572728500e-01,-8.628378641654722598e-05,9.493787176941231691e-05,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,-2.559889038975414755e-01,2.683764501572728500e-01,-8.628378641654722598e-05,9.493787176941231691e-05,-2.502173957913360614e-01,2.611946558617703196e-01,-7.842566844690866006e-05,8.905494804684260053e-05,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,2.000000000000000000e+00,-2.502173957913360614e-01,2.611946558617703196e-01,-7.842566844690866006e-05,8.905494804684260053e-05,-2.526805551055690269e-01,2.537246213569184783e-01,-7.559666867396880167e-05,8.428790823597061776e-05,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-2.526805551055690269e-01,2.537246213569184783e-01,-7.559666867396880167e-05,8.428790823597061776e-05,-2.556116530712037593e-01,2.465410552512615205e-01,-7.364300847786279332e-05,8.023194938035616128e-05,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,2.000000000000000000e+00,-2.556116530712037593e-01,2.465410552512615205e-01,-7.364300847786279332e-05,8.023194938035616128e-05,-2.581358044202367585e-01,2.393567122772993494e-01,-7.184480626272835978e-05,7.661723099645009207e-05,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,-2.581358044202367585e-01,2.393567122772993494e-01,-7.184480626272835978e-05,7.661723099645009207e-05,-2.648678804743713755e-01,2.321712609471137112e-01,-7.236815112902300151e-05,7.345269915972881068e-05,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,-2.648678804743713755e-01,2.321712609471137112e-01,-7.236815112902300151e-05,7.345269915972881068e-05,-2.678079503319295007e-01,2.249855806876180919e-01,-7.072264271428197390e-05,7.004587563075613315e-05,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,-2.678079503319295007e-01,2.249855806876180919e-01,-7.072264271428197390e-05,7.004587563075613315e-05,-2.661750305076684420e-01,2.175120404786738404e-01,-6.614045290098239684e-05,6.618569705670251057e-05,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-2.661750305076684420e-01,2.175120404786738404e-01,-6.614045290098239684e-05,6.618569705670251057e-05,-2.645871173850486979e-01,2.103252514963308561e-01,-6.214700367841634950e-05,6.284247300313075535e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,0.000000000000000000e+00,-2.645871173850486979e-01,2.103252514963308561e-01,-6.214700367841634950e-05,6.284247300313075535e-05,-2.629986107322110911e-01,2.043361573667157038e-01,-5.857955774439399386e-05,6.008402380441949788e-05,2.000000000000000042e-02,0.000000000000000000e+00
