expert,Rewards,Episodes Duration in Seconds,Travelled Distance,Episodes Duration in Timesteps
0.000000000000000000e+00,-1.500000000000000000e+02,3.006199999999995498e+01,1.931825241664892667e+00,1.500000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.008400000000000318e+01,1.787968513693442674e+00,1.500000000000000000e+02
0.000000000000000000e+00,-5.100000000000000000e+01,1.232200000000000273e+01,7.716440982448852237e-01,6.200000000000000000e+01
0.000000000000000000e+00,-5.500000000000000000e+01,1.312999999999999545e+01,7.699061556339646950e-01,6.600000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+02,3.007999999999992724e+01,2.190356940246979800e+00,1.500000000000000000e+02
0.000000000000000000e+00,-4.300000000000000000e+01,1.076999999999998181e+01,6.572059665991962785e-01,5.400000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+02,3.004200000000003001e+01,1.877157385741433204e+00,1.500000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.006399999999996453e+01,2.101224893195634547e+00,1.500000000000000000e+02
0.000000000000000000e+00,-6.900000000000000000e+01,1.593900000000007822e+01,1.064349953415390848e+00,8.000000000000000000e+01
0.000000000000000000e+00,-1.100000000000000000e+01,4.230000000000018190e+00,4.094846891426323077e-01,2.200000000000000000e+01
0.000000000000000000e+00,-5.500000000000000000e+01,1.328099999999994907e+01,7.199484531111520758e-01,6.600000000000000000e+01
0.000000000000000000e+00,-2.000000000000000000e+01,6.125000000000000000e+00,3.445616413666023337e-01,3.100000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+02,3.071599999999989450e+01,1.731248444703620937e+00,1.500000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.076900000000000546e+01,1.505374294877486419e+00,1.500000000000000000e+02
0.000000000000000000e+00,-4.400000000000000000e+01,1.101199999999994361e+01,5.718764169048292656e-01,5.500000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+02,3.073800000000005639e+01,1.717547046813670431e+00,1.500000000000000000e+02
0.000000000000000000e+00,-6.700000000000000000e+01,1.572699999999986176e+01,9.416192400679711527e-01,7.800000000000000000e+01
0.000000000000000000e+00,-9.800000000000000000e+01,2.198400000000015098e+01,1.036698703831242296e+00,1.090000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+01,5.116999999999961801e+00,3.706241884317478807e-01,2.600000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+02,3.033999999999991815e+01,1.088790115340843245e+00,1.500000000000000000e+02
0.000000000000000000e+00,-7.500000000000000000e+01,1.748000000000001819e+01,1.625867015538841942e+00,8.600000000000000000e+01
0.000000000000000000e+00,-8.000000000000000000e+00,3.676000000000158252e+00,4.602231453699083263e-01,1.900000000000000000e+01
0.000000000000000000e+00,-5.100000000000000000e+01,1.242499999999995453e+01,1.137599369669684890e+00,6.200000000000000000e+01
0.000000000000000000e+00,-4.200000000000000000e+01,1.058400000000006003e+01,9.882314871603939954e-01,5.300000000000000000e+01
0.000000000000000000e+00,-6.000000000000000000e+00,3.285000000000081855e+00,4.036956708218505940e-01,1.700000000000000000e+01
0.000000000000000000e+00,-5.200000000000000000e+01,1.275099999999997635e+01,1.245533309879637951e+00,6.300000000000000000e+01
0.000000000000000000e+00,-5.000000000000000000e+00,3.067000000000007276e+00,4.090146836578520406e-01,1.600000000000000000e+01
0.000000000000000000e+00,-8.700000000000000000e+01,1.992499999999995453e+01,1.913676260462682910e+00,9.800000000000000000e+01
0.000000000000000000e+00,-6.200000000000000000e+01,1.467300000000000182e+01,1.355217148415841288e+00,7.300000000000000000e+01
0.000000000000000000e+00,-2.400000000000000000e+01,6.932999999999992724e+00,7.025825051370785390e-01,3.500000000000000000e+01
0.000000000000000000e+00,-2.400000000000000000e+01,6.938999999999850843e+00,7.598059104609214964e-01,3.500000000000000000e+01
0.000000000000000000e+00,-4.100000000000000000e+01,1.052300000000013824e+01,1.254553340786300097e+00,5.200000000000000000e+01
0.000000000000000000e+00,-1.160000000000000000e+02,2.565499999999974534e+01,2.506213435620023411e+00,1.270000000000000000e+02
0.000000000000000000e+00,-1.020000000000000000e+02,2.282500000000027285e+01,2.259536939462474692e+00,1.130000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.037699999999995271e+01,2.946701935022343566e+00,1.500000000000000000e+02
0.000000000000000000e+00,-7.800000000000000000e+01,1.789100000000007640e+01,1.730174254506327891e+00,8.900000000000000000e+01
0.000000000000000000e+00,-1.000000000000000000e+01,4.094000000000050932e+00,5.165116992088433223e-01,2.100000000000000000e+01
0.000000000000000000e+00,-2.400000000000000000e+01,6.929000000000087311e+00,8.165827161813444812e-01,3.500000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+02,3.060500000000001819e+01,3.036163900313377795e+00,1.500000000000000000e+02
0.000000000000000000e+00,-1.600000000000000000e+01,5.292000000000371074e+00,6.036581107768829169e-01,2.700000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+02,3.034900000000016007e+01,3.037295054982872333e+00,1.500000000000000000e+02
0.000000000000000000e+00,-7.500000000000000000e+01,1.729500000000007276e+01,1.829858584133812638e+00,8.600000000000000000e+01
0.000000000000000000e+00,-1.400000000000000000e+01,4.885999999999967258e+00,5.946800137242034268e-01,2.500000000000000000e+01
0.000000000000000000e+00,-6.400000000000000000e+01,1.528699999999980719e+01,1.614390998044436420e+00,7.500000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+02,3.047299999999995634e+01,3.061079672426927800e+00,1.500000000000000000e+02
0.000000000000000000e+00,-1.190000000000000000e+02,2.645599999999967622e+01,2.760834583160971967e+00,1.300000000000000000e+02
0.000000000000000000e+00,-3.200000000000000000e+01,8.568000000000211003e+00,1.143835683070874021e+00,4.300000000000000000e+01
0.000000000000000000e+00,-1.150000000000000000e+02,2.544599999999991269e+01,2.556764615852857414e+00,1.260000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+01,5.099999999999909051e+00,6.946021461874493097e-01,2.600000000000000000e+01
0.000000000000000000e+00,-8.100000000000000000e+01,1.852300000000013824e+01,1.894714336441183367e+00,9.200000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+02,3.029700000000002547e+01,3.451683717130625162e+00,1.500000000000000000e+02
0.000000000000000000e+00,-8.300000000000000000e+01,1.892499999999972715e+01,2.073392808119466579e+00,9.400000000000000000e+01
0.000000000000000000e+00,-9.600000000000000000e+01,2.158500000000003638e+01,2.257260228017906378e+00,1.070000000000000000e+02
0.000000000000000000e+00,-1.300000000000000000e+01,4.710000000000036380e+00,5.650810137239141717e-01,2.400000000000000000e+01
0.000000000000000000e+00,-4.300000000000000000e+01,1.082400000000006912e+01,1.092249041719298264e+00,5.400000000000000000e+01
0.000000000000000000e+00,-9.900000000000000000e+01,2.241599999999971260e+01,2.426074878019497394e+00,1.100000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.068400000000019645e+01,2.840067925237014457e+00,1.500000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.033500000000003638e+01,3.262510165166750742e+00,1.500000000000000000e+02
0.000000000000000000e+00,-6.100000000000000000e+01,1.446000000000003638e+01,1.767011568448026759e+00,7.200000000000000000e+01
0.000000000000000000e+00,-2.000000000000000000e+01,6.105999999999767169e+00,6.919084301000608672e-01,3.100000000000000000e+01
0.000000000000000000e+00,-2.800000000000000000e+01,7.737000000000080036e+00,7.684115245212372880e-01,3.900000000000000000e+01
0.000000000000000000e+00,-3.400000000000000000e+01,8.934999999999945430e+00,8.262946821910654993e-01,4.500000000000000000e+01
0.000000000000000000e+00,-1.210000000000000000e+02,2.666800000000012005e+01,2.352899377502216893e+00,1.320000000000000000e+02
0.000000000000000000e+00,-1.040000000000000000e+02,2.331900000000041473e+01,2.351736428575032622e+00,1.150000000000000000e+02
0.000000000000000000e+00,-1.090000000000000000e+02,2.442300000000068394e+01,2.377475707158956730e+00,1.200000000000000000e+02
0.000000000000000000e+00,-2.100000000000000000e+01,6.391999999999825377e+00,6.098880494418142950e-01,3.200000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+01,5.087999999999738066e+00,4.035368155202883056e-01,2.600000000000000000e+01
0.000000000000000000e+00,-4.300000000000000000e+01,1.078499999999985448e+01,1.027110620976528610e+00,5.400000000000000000e+01
0.000000000000000000e+00,-8.000000000000000000e+00,3.732000000000880391e+00,4.600092526016492656e-01,1.900000000000000000e+01
0.000000000000000000e+00,-2.900000000000000000e+01,7.944999999999708962e+00,9.952823830894856894e-01,4.000000000000000000e+01
